"Q1 [amu^1/2 A]","Columns"
"Q2 [amu^1/2 A]","Rows"

"U_0 [eV]","-35.883128"

"U(Q_1,Q_2) [eV]"

"","-7.5","-7.0","-6.5","-6.0","-5.5","-5.0","-4.5","-4.0","-3.5","-3.0","-2.5","-2.0","-1.5","-1.0","-0.5","0.0","0.5","1.0","1.5","2.0","2.5","3.0","3.5","4.0","4.5","5.0","5.5","6.0","6.5","7.0","7.5"
"-7.5","-33.715783999999999","-34.045126000000003","-34.336956999999998","-34.593648999999999","-34.817701999999997","-35.011575999999998","-35.177793000000001","-35.318784999999998","-35.436909","-35.534376000000002","-35.613224000000002","-35.675224999999998","-35.721879000000001","-35.754354999999997","-35.773496000000002","-35.779823","-35.773496000000002","-35.754354999999997","-35.721879000000001","-35.675224999999998","-35.613224000000002","-35.534376000000002","-35.436909","-35.318784999999998","-35.177793000000001","-35.011575999999998","-34.817701999999997","-34.593648999999999","-34.336956999999998","-34.045126000000003","-33.715783999999999"
"-7.0","-33.931274000000002","-34.236248000000003","-34.505757000000003","-34.742046000000002","-34.947522999999997","-35.124572000000001","-35.275632999999999","-35.403089000000001","-35.509273","-35.596373","-35.666418999999998","-35.721187","-35.762191999999999","-35.790612000000003","-35.807321000000002","-35.812835","-35.807321000000002","-35.790612000000003","-35.762191999999999","-35.721187","-35.666418999999998","-35.596373","-35.509273","-35.403089000000001","-35.275632999999999","-35.124572000000001","-34.947522999999997","-34.742046000000002","-34.505757000000003","-34.236248000000003","-33.931274000000002"
"-6.5","-34.126916999999999","-34.409511000000002","-34.658450999999999","-34.875912","-35.0642","-35.225628","-35.362591999999999","-35.477431000000003","-35.572450000000003","-35.649827999999999","-35.711598000000002","-35.759556000000003","-35.79522","-35.819806","-35.834206000000002","-35.838948000000002","-35.834206000000002","-35.819806","-35.79522","-35.759556000000003","-35.711598000000002","-35.649827999999999","-35.572450000000003","-35.477431000000003","-35.362591999999999","-35.225628999999998","-35.0642","-34.875912999999997","-34.658451999999997","-34.409511999999999","-34.126916999999999"
"-6.0","-34.303724000000003","-34.565826999999999","-34.795900000000003","-34.996056000000003","-35.168506999999998","-35.315511000000001","-35.439422","-35.542543000000002","-35.627161999999998","-35.695467999999998","-35.749488999999997","-35.791049000000001","-35.821686","-35.842664999999997","-35.854885000000003","-35.858898000000003","-35.854885000000003","-35.842664999999997","-35.821686","-35.791049000000001","-35.749488999999997","-35.695467999999998","-35.627161999999998","-35.542543000000002","-35.439422","-35.315511000000001","-35.168506999999998","-34.996056000000003","-34.795900000000003","-34.565826999999999","-34.303724000000003"
"-5.5","-34.462668000000001","-34.706125999999998","-34.918998000000002","-35.103333999999997","-35.261260999999998","-35.395021","-35.506908000000003","-35.599207999999997","-35.674199000000002","-35.734074999999997","-35.780886000000002","-35.816465000000001","-35.842402","-35.859991999999998","-35.870164000000003","-35.873491999999999","-35.870164000000003","-35.859991999999998","-35.842402","-35.816465000000001","-35.780886000000002","-35.734074999999997","-35.674199000000002","-35.599207999999997","-35.506908000000003","-35.395021","-35.261260999999998","-35.103333999999997","-34.918998000000002","-34.706125999999998","-34.462668000000001"
"-5.0","-34.604669000000001","-34.831276000000003","-35.028561000000003","-35.198523999999999","-35.343237999999999","-35.464914","-35.565793999999997","-35.648175000000002","-35.714303000000001","-35.766407000000001","-35.806534999999997","-35.836571999999997","-35.858139000000001","-35.872570000000003","-35.880831000000001","-35.883519","-35.880831000000001","-35.872570000000003","-35.858139000000001","-35.836571999999997","-35.806536000000001","-35.766407000000001","-35.714303000000001","-35.648175000000002","-35.565793999999997","-35.464914","-35.343237999999999","-35.198523999999999","-35.028561000000003","-34.831276000000003","-34.604669000000001"
"-4.5","-34.730595999999998","-34.942064999999999","-35.125349999999997","-35.282364999999999","-35.415151999999999","-35.525891000000001","-35.616787000000002","-35.690131999999998","-35.748187999999999","-35.793182999999999","-35.827182000000001","-35.852119000000002","-35.869655000000002","-35.881166999999998","-35.887658000000002","-35.889754000000003","-35.887658000000002","-35.881166999999998","-35.869655000000002","-35.852119000000002","-35.827182000000001","-35.793182999999999","-35.748187999999999","-35.690131999999998","-35.616787000000002","-35.525891000000001","-35.415151999999999","-35.282364999999999","-35.125349999999997","-34.942065999999997","-34.730595999999998"
"-4.0","-34.841211000000001","-35.039240999999997","-35.210064000000003","-35.355539999999998","-35.477665000000002","-35.578600000000002","-35.660544000000002","-35.725757999999999","-35.776530999999999","-35.815089","-35.843530000000001","-35.863826000000003","-35.877684000000002","-35.886527000000001","-35.891398000000002","-35.892949999999999","-35.891398000000002","-35.886527000000001","-35.877684000000002","-35.863827000000001","-35.843530000000001","-35.815089","-35.776530999999999","-35.725757999999999","-35.660544000000002","-35.578600000000002","-35.477665000000002","-35.355539999999998","-35.210064000000003","-35.039240999999997","-34.841211000000001"
"-3.5","-34.937204999999999","-35.123462000000004","-35.283330999999997","-35.418644999999998","-35.531379999999999","-35.623660000000001","-35.697671999999997","-35.755676000000001","-35.799961000000003","-35.832774999999998","-35.856247000000003","-35.872374999999998","-35.882922999999998","-35.889358999999999","-35.892766999999999","-35.893827000000002","-35.892766999999999","-35.889358999999999","-35.882922999999998","-35.872374999999998","-35.856247000000003","-35.832774999999998","-35.799961000000003","-35.755676000000001","-35.697671999999997","-35.623660000000001","-35.531379999999999","-35.418644999999998","-35.283330999999997","-35.123462000000004","-34.937204999999999"
"-3.0","-35.019187000000002","-35.195281000000001","-35.345703999999998","-35.472239999999999","-35.576836999999998","-35.661597999999998","-35.728718000000001","-35.780434","-35.819062000000002","-35.846831000000002","-35.865934000000003","-35.878394","-35.886020000000002","-35.890326000000002","-35.892437000000001","-35.893062","-35.892437000000001","-35.890326000000002","-35.886020000000002","-35.878394","-35.865934000000003","-35.846831000000002","-35.819062000000002","-35.780434","-35.728718000000001","-35.661597999999998","-35.576836999999998","-35.472239999999999","-35.345703999999998","-35.195281000000001","-35.019187000000002"
